gene	tpm1	tpm2	status_any	n_isoforms	diffisouse	status_overall	logFC_overall	dtu	dte	dge	logFC_overall_cat	avetpm	avetpm_cat
ENSG00000229567	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229570	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229571	0.0324654	0.0324654	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0324654	[   0.000,   0.362)
ENSG00000229595	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229612	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229635	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229636	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229652	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229657	0.325197	1.72376	1	1	0	1	2.40617306776001	0	0	1	[ 1.54, 2.62)	1.0244785	[   0.362,   2.628)
ENSG00000229663	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229683	1.27201	0.250828	1	1	0	1	2.34233970182552	0	0	1	[ 1.54, 2.62)	0.761419	[   0.362,   2.628)
ENSG00000229687	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229691	0.475709	2.400238	1	1	0	1	2.33502624079375	0	0	1	[ 1.54, 2.62)	1.4379735	[   0.362,   2.628)
ENSG00000229713	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229716	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229724	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229739	0.314205	0.314205	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.314205	[   0.000,   0.362)
ENSG00000229742	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229747	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229752	0.0456558	0.0456558	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0456558	[   0.000,   0.362)
ENSG00000229757	0.072203	0.072203	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.072203	[   0.000,   0.362)
ENSG00000229780	0.757113	0.757113	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.757113	[   0.362,   2.628)
ENSG00000229785	0.0343088	0.0343088	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0343088	[   0.000,   0.362)
ENSG00000229786	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229795	0.484898	0.143841	1	1	0	1	1.75320634744718	0	0	1	[ 1.54, 2.62)	0.3143695	[   0.000,   0.362)
ENSG00000229808	0.1820024	0.1820024	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.1820024	[   0.000,   0.362)
ENSG00000229815	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229820	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229821	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229828	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229832	0.158395	1.11339	1	1	0	1	2.81336033050019	0	0	1	[ 2.62,13.22]	0.6358925	[   0.362,   2.628)
ENSG00000229840	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229841	0.253454	0.253454	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.253454	[   0.000,   0.362)
ENSG00000229842	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229846	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229849	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229871	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229874	1.38642	0.138368	1	1	0	1	3.32478213315401	0	0	1	[ 2.62,13.22]	0.762394	[   0.362,   2.628)
ENSG00000229887	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229895	0.490036	0.490036	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.490036	[   0.362,   2.628)
ENSG00000229901	0.780808	0.780808	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.780808	[   0.362,   2.628)
ENSG00000229905	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229911	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229913	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229914	0.536208	0.14503	1	1	0	1	1.88644138589461	0	0	1	[ 1.54, 2.62)	0.340619	[   0.000,   0.362)
ENSG00000229930	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229953	5.03513	5.03513	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	5.03513	[   2.628,  17.148)
ENSG00000229956	2.5985925	0.139544	1	16	0	1	4.21893841535471	0	0	1	[ 2.62,13.22]	1.36906825	[   0.362,   2.628)
ENSG00000229965	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229978	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229985	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229991	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229992	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000229994	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230005	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230019	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230021	1.76231	1.76231	1	6	1	0	0	1	0	0	[ 0.00, 0.56)	1.76231	[   0.362,   2.628)
ENSG00000230026	0.0898709	0.0898709	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0898709	[   0.000,   0.362)
ENSG00000230035	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230053	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230092	0.68225	0.421663	1	2	1	1	0.694210055642437	0	1	0	[ 0.56, 1.54)	0.5519565	[   0.362,   2.628)
ENSG00000230114	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230116	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230124	1.514417	0.325197	1	2	0	1	2.21937665766512	0	0	1	[ 1.54, 2.62)	0.919807	[   0.362,   2.628)
ENSG00000230163	1.93371	1.93371	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	1.93371	[   0.362,   2.628)
ENSG00000230175	0.166866	0.166866	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.166866	[   0.000,   0.362)
ENSG00000230186	0.1165491	0.1165491	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.1165491	[   0.000,   0.362)
ENSG00000230199	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230214	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230228	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230231	0.0435272	0.0435272	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0435272	[   0.000,   0.362)
ENSG00000230250	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230255	0.043795	0.043795	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.043795	[   0.000,   0.362)
ENSG00000230260	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230272	0.248428	0.5394612	1	1	0	1	1.11869141257808	0	0	1	[ 0.56, 1.54)	0.3939446	[   0.362,   2.628)
ENSG00000230280	0.245531	0.245531	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.245531	[   0.000,   0.362)
ENSG00000230287	0.29666	0.29666	1	2	1	0	0	1	0	0	[ 0.00, 0.56)	0.29666	[   0.000,   0.362)
ENSG00000230318	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230325	1.54272	1.54272	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	1.54272	[   0.362,   2.628)
ENSG00000230331	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230337	0.557817	0.296931	1	2	0	1	0.909664182019602	0	0	1	[ 0.56, 1.54)	0.427374	[   0.362,   2.628)
ENSG00000230364	0.372365	0.372365	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.372365	[   0.362,   2.628)
ENSG00000230381	0.150175	0.150175	0	2	0	0	0	1	0	0	[ 0.00, 0.56)	0.150175	[   0.000,   0.362)
ENSG00000230411	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230415	1.968373	1.968373	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	1.968373	[   0.362,   2.628)
ENSG00000230424	2.19658	2.19658	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	2.19658	[   0.362,   2.628)
ENSG00000230427	0.0285076	0.0285076	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0285076	[   0.000,   0.362)
ENSG00000230439	0.0888137	0.0888137	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0888137	[   0.000,   0.362)
ENSG00000230446	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230451	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230461	0.6949513	0.6949513	0	11	0	0	0	0	0	0	[ 0.00, 0.56)	0.6949513	[   0.362,   2.628)
ENSG00000230489	0.114446	0.114446	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.114446	[   0.000,   0.362)
ENSG00000230498	0.69333	0.69333	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.69333	[   0.362,   2.628)
ENSG00000230523	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230546	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230547	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230550	0.0829063	0.0829063	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0829063	[   0.000,   0.362)
ENSG00000230576	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230582	0.0101195	0.0101195	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.0101195	[   0.000,   0.362)
ENSG00000230585	0.040715	0.040715	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.040715	[   0.000,   0.362)
ENSG00000230604	0.126298	0.126298	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.126298	[   0.000,   0.362)
ENSG00000230610	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230630	10.9639	10.9639	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	10.9639	[   2.628,  17.148)
ENSG00000230638	0.0775501	0.0775501	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.0775501	[   0.000,   0.362)
ENSG00000230659	0.102936	0.102936	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.102936	[   0.000,   0.362)
ENSG00000230667	0.074493676	0.074493676	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.074493676	[   0.000,   0.362)
ENSG00000230679	0.174347	0.174347	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.174347	[   0.000,   0.362)
ENSG00000230699	0.0499718	0.0499718	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0499718	[   0.000,   0.362)
ENSG00000230703	0.276194	0.276194	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.276194	[   0.000,   0.362)
ENSG00000230718	0.252596	0.252596	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.252596	[   0.000,   0.362)
ENSG00000230721	0.0661632	0.0661632	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0661632	[   0.000,   0.362)
ENSG00000230728	0.0575889	0.0575889	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0575889	[   0.000,   0.362)
ENSG00000230735	0.371166	0.371166	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.371166	[   0.362,   2.628)
ENSG00000230739	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230748	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230777	0.498495	0.498495	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.498495	[   0.362,   2.628)
ENSG00000230779	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230787	0.0561295	0.0561295	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0561295	[   0.000,   0.362)
ENSG00000230798	1.32614	1.32614	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	1.32614	[   0.362,   2.628)
ENSG00000230806	0.102936	0.102936	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.102936	[   0.000,   0.362)
ENSG00000230813	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230828	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230832	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230833	0.0510751	0.0510751	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0510751	[   0.000,   0.362)
ENSG00000230841	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230849	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230850	0.8096214	0.4443874	1	5	1	1	0.865429512354576	0	1	0	[ 0.56, 1.54)	0.6270044	[   0.362,   2.628)
ENSG00000230863	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230880	0.664548	0.664548	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	0.664548	[   0.362,   2.628)
ENSG00000230881	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230896	2.09574	2.09574	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	2.09574	[   0.362,   2.628)
ENSG00000230932	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230937	0.297652	0.042011	1	9	0	1	2.8247875560023	0	1	0	[ 2.62,13.22]	0.1698315	[   0.000,   0.362)
ENSG00000230942	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230946	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000230953	4.32398	4.32398	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	4.32398	[   2.628,  17.148)
ENSG00000230955	0.359575	0.359575	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.359575	[   0.000,   0.362)
ENSG00000230987	0.1442	0.1442	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.1442	[   0.000,   0.362)
ENSG00000231020	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231022	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231029	0.0874374	0.0874374	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0874374	[   0.000,   0.362)
ENSG00000231050	0.463182	0.463182	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.463182	[   0.362,   2.628)
ENSG00000231057	0.983252	0.983252	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0.983252	[   0.362,   2.628)
ENSG00000231064	1.0404681	0.6286991	1	6	1	1	0.726791130790997	0	1	0	[ 0.56, 1.54)	0.8345836	[   0.362,   2.628)
ENSG00000231072	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231073	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231080	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231084	2.33721	2.33721	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	2.33721	[   0.362,   2.628)
ENSG00000231090	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231095	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231100	0.0520562	0.0520562	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0520562	[   0.000,   0.362)
ENSG00000231103	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231105	0.477519	0.755625	1	1	0	1	0.662112296688898	0	0	1	[ 0.56, 1.54)	0.616572	[   0.362,   2.628)
ENSG00000231128	0.0436455	0.0436455	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0.0436455	[   0.000,   0.362)
ENSG00000231163	0	0	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231175	0.0130901	0.0130901	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0130901	[   0.000,   0.362)
ENSG00000231181	0.0655074	0.0655074	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0655074	[   0.000,   0.362)
ENSG00000231199	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231207	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231219	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231237	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231251	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231267	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231289	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231296	0.473863	0.473863	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.473863	[   0.362,   2.628)
ENSG00000231333	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231344	0.263331	0.699797	1	1	0	1	1.41005911068052	0	0	1	[ 0.56, 1.54)	0.481564	[   0.362,   2.628)
ENSG00000231349	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231353	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231360	1.47928	0.189697	1	1	0	1	2.96312638517476	0	0	1	[ 2.62,13.22]	0.8344885	[   0.362,   2.628)
ENSG00000231365	4.479401	4.479401	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	4.479401	[   2.628,  17.148)
ENSG00000231378	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231407	1.1816434	1.1816434	1	4	1	0	0	1	0	0	[ 0.00, 0.56)	1.1816434	[   0.362,   2.628)
ENSG00000231416	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231424	0.229179	0.229179	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.229179	[   0.000,   0.362)
ENSG00000231434	0.0268606	0.0268606	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0268606	[   0.000,   0.362)
ENSG00000231437	0.184414	0.184414	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.184414	[   0.000,   0.362)
ENSG00000231448	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231468	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231547	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231551	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231563	0.753978	0.753978	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.753978	[   0.362,   2.628)
ENSG00000231564	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231581	1.32466	0.211116	1	1	0	1	2.64951428467164	0	0	1	[ 2.62,13.22]	0.767888	[   0.362,   2.628)
ENSG00000231582	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231586	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231605	0.405487	1.27201	1	4	0	1	1.64938244533499	0	0	1	[ 1.54, 2.62)	0.8387485	[   0.362,   2.628)
ENSG00000231612	0.0897543	0.0897543	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0897543	[   0.000,   0.362)
ENSG00000231615	0.0682252	0.0682252	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0682252	[   0.000,   0.362)
ENSG00000231622	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231663	1.20459	1.20459	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	1.20459	[   0.362,   2.628)
ENSG00000231684	0.296466	0.748967	1	2	0	1	1.33703549418463	0	0	1	[ 0.56, 1.54)	0.5227165	[   0.362,   2.628)
ENSG00000231691	0.540316	0.23111	1	1	0	1	1.22522371835673	0	0	1	[ 0.56, 1.54)	0.385713	[   0.362,   2.628)
ENSG00000231700	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231702	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231718	0.0630024	0.0630024	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0630024	[   0.000,   0.362)
ENSG00000231734	1.938307	1.938307	1	6	1	0	0	1	0	0	[ 0.00, 0.56)	1.938307	[   0.362,   2.628)
ENSG00000231752	0.217506	0.217506	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.217506	[   0.000,   0.362)
ENSG00000231767	0.69040200108822	0.895339	1	2	1	1	0.374997383797157	0	1	0	[ 0.00, 0.56)	0.79287050054411	[   0.362,   2.628)
ENSG00000231789	0.853692	0.853692	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.853692	[   0.362,   2.628)
ENSG00000231813	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231827	0.00715155	0.00715155	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.00715155	[   0.000,   0.362)
ENSG00000231837	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231849	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231866	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231868	0.391274	0.391274	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.391274	[   0.362,   2.628)
ENSG00000231871	0.590793	0.590793	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	0.590793	[   0.362,   2.628)
ENSG00000231877	0.00988624	0.00988624	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.00988624	[   0.000,   0.362)
ENSG00000231900	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231905	0.0405323	0.0405323	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0405323	[   0.000,   0.362)
ENSG00000231940	0.0625229	0.0625229	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0625229	[   0.000,   0.362)
ENSG00000231953	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231978	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231984	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231985	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231992	0.492532	0.492532	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.492532	[   0.362,   2.628)
ENSG00000231996	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000231999	1.697125	0.403597	1	4	0	1	2.07210547319897	0	0	1	[ 1.54, 2.62)	1.050361	[   0.362,   2.628)
ENSG00000232015	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000232022	0.1220883	0.1220883	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.1220883	[   0.000,   0.362)
ENSG00000232027	0.0669456	0.0669456	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0669456	[   0.000,   0.362)
ENSG00000232036	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000232037	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000232048	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000232059	0.1814820326523	0.402836	1	2	1	1	1.15036589405512	0	1	0	[ 0.56, 1.54)	0.29215901632615	[   0.000,   0.362)
